run_id,task_id,selected_tool,tool_success,tool_a_reliability,tool_b_reliability,used_exploration,latency_sec,retry_count
3,67,tool_a,0,0.5,0.5,0,0.0,0
3,68,tool_b,1,0.5,0.5,0,0.0,0
3,69,tool_a,0,0.5,0.5,0,0.0,0
3,70,tool_a,0,0.5,0.5,0,0.0,0
3,71,tool_a,0,0.5,0.5,0,0.0,0
3,72,tool_a,0,0.5,0.5,0,0.0,0
3,73,tool_b,1,0.5,0.5,0,0.0,0
3,74,tool_b,1,0.5,0.5,0,0.0,0
3,75,tool_a,1,0.5,0.5,0,0.0,0
3,76,tool_a,1,0.5,0.5,0,0.0,0
3,77,tool_b,0,0.5,0.5,0,0.0,0
3,78,tool_a,1,0.5,0.5,0,0.0,0
3,79,tool_a,1,0.5,0.5,0,0.0,0
3,80,tool_b,1,0.5,0.5,0,0.0,0
3,81,tool_a,1,0.5,0.5,0,0.0,0
3,82,tool_b,1,0.5,0.5,0,0.0,0
3,83,tool_b,0,0.5,0.5,0,0.0,0
3,84,tool_a,1,0.5,0.5,0,0.0,0
3,85,tool_b,1,0.5,0.5,0,0.0,0
3,86,tool_b,1,0.5,0.5,0,0.0,0
3,87,tool_b,1,0.5,0.5,0,0.0,0
3,88,tool_b,1,0.5,0.5,0,0.0,0
3,89,tool_b,1,0.5,0.5,0,0.0,0
3,90,tool_b,1,0.5,0.5,0,0.0,0
3,91,tool_a,1,0.5,0.5,0,0.0,0
3,92,tool_a,1,0.5,0.5,0,0.0,0
3,93,tool_b,1,0.5,0.5,0,0.0,0
3,94,tool_b,1,0.5,0.5,0,0.0,0
3,95,tool_b,1,0.5,0.5,0,0.0,0
3,96,tool_b,0,0.5,0.5,0,0.0,0
3,97,tool_a,1,0.5,0.5,0,0.0,0
3,98,tool_b,1,0.5,0.5,0,0.0,0
3,99,tool_b,1,0.5,0.5,0,0.0,0
3,100,tool_b,1,0.5,0.5,0,0.0,0
4,1,tool_a,1,0.5,0.5,0,0.0,0
4,2,tool_b,1,0.5,0.5,0,0.0,0
4,3,tool_a,1,0.5,0.5,0,0.0,0
4,4,tool_b,1,0.5,0.5,0,0.0,0
4,5,tool_a,1,0.5,0.5,0,0.0,0
4,6,tool_a,1,0.5,0.5,0,0.0,0
4,7,tool_a,1,0.5,0.5,0,0.0,0
4,8,tool_b,1,0.5,0.5,0,0.0,0
4,9,tool_b,1,0.5,0.5,0,0.0,0
4,10,tool_b,1,0.5,0.5,0,0.0,0
4,11,tool_b,1,0.5,0.5,0,0.0,0
4,12,tool_b,1,0.5,0.5,0,0.0,0
4,13,tool_a,1,0.5,0.5,0,0.0,0
4,14,tool_a,1,0.5,0.5,0,0.0,0
4,15,tool_b,1,0.5,0.5,0,0.0,0
4,16,tool_b,0,0.5,0.5,0,0.0,0
4,17,tool_a,1,0.5,0.5,0,0.0,0
4,18,tool_b,1,0.5,0.5,0,0.0,0
4,19,tool_a,1,0.5,0.5,0,0.0,0
4,20,tool_a,1,0.5,0.5,0,0.0,0
4,21,tool_a,1,0.5,0.5,0,0.0,0
4,22,tool_a,1,0.5,0.5,0,0.0,0
4,23,tool_b,1,0.5,0.5,0,0.0,0
4,24,tool_a,1,0.5,0.5,0,0.0,0
4,25,tool_b,1,0.5,0.5,0,0.0,0
4,26,tool_b,1,0.5,0.5,0,0.0,0
4,27,tool_a,1,0.5,0.5,0,0.0,0
4,28,tool_b,1,0.5,0.5,0,0.0,0
4,29,tool_a,1,0.5,0.5,0,0.0,0
4,30,tool_a,1,0.5,0.5,0,0.0,0
4,31,tool_a,1,0.5,0.5,0,0.0,0
4,32,tool_b,1,0.5,0.5,0,0.0,0
4,33,tool_a,1,0.5,0.5,0,0.0,0
4,34,tool_b,1,0.5,0.5,0,0.0,0
4,35,tool_a,0,0.5,0.5,0,0.0,0
4,36,tool_b,1,0.5,0.5,0,0.0,0
4,37,tool_b,1,0.5,0.5,0,0.0,0
4,38,tool_b,1,0.5,0.5,0,0.0,0
4,39,tool_a,0,0.5,0.5,0,0.0,0
4,40,tool_a,0,0.5,0.5,0,0.0,0
4,41,tool_a,0,0.5,0.5,0,0.0,0
4,42,tool_b,1,0.5,0.5,0,0.0,0
4,43,tool_a,1,0.5,0.5,0,0.0,0
4,44,tool_a,1,0.5,0.5,0,0.0,0
4,45,tool_b,1,0.5,0.5,0,0.0,0
4,46,tool_b,1,0.5,0.5,0,0.0,0
4,47,tool_a,1,0.5,0.5,0,0.0,0
4,48,tool_b,1,0.5,0.5,0,0.0,0
4,49,tool_b,1,0.5,0.5,0,0.0,0
4,50,tool_a,0,0.5,0.5,0,0.0,0
4,51,tool_a,0,0.5,0.5,0,0.0,0
4,52,tool_a,0,0.5,0.5,0,0.0,0
4,53,tool_b,0,0.5,0.5,0,0.0,0
4,54,tool_a,1,0.5,0.5,0,0.0,0
4,55,tool_b,1,0.5,0.5,0,0.0,0
4,56,tool_b,1,0.5,0.5,0,0.0,0
4,57,tool_b,1,0.5,0.5,0,0.0,0
4,58,tool_b,0,0.5,0.5,0,0.0,0
4,59,tool_b,1,0.5,0.5,0,0.0,0
4,60,tool_a,0,0.5,0.5,0,0.0,0
4,61,tool_b,1,0.5,0.5,0,0.0,0
4,62,tool_a,1,0.5,0.5,0,0.0,0
4,63,tool_a,0,0.5,0.5,0,0.0,0
4,64,tool_b,1,0.5,0.5,0,0.0,0
4,65,tool_a,0,0.5,0.5,0,0.0,0
4,66,tool_b,0,0.5,0.5,0,0.0,0
4,67,tool_a,0,0.5,0.5,0,0.0,0
4,68,tool_b,1,0.5,0.5,0,0.0,0
4,69,tool_b,0,0.5,0.5,0,0.0,0
4,70,tool_b,1,0.5,0.5,0,0.0,0
4,71,tool_b,1,0.5,0.5,0,0.0,0
4,72,tool_a,0,0.5,0.5,0,0.0,0
4,73,tool_b,1,0.5,0.5,0,0.0,0
4,74,tool_b,1,0.5,0.5,0,0.0,0
4,75,tool_b,0,0.5,0.5,0,0.0,0
4,76,tool_a,1,0.5,0.5,0,0.0,0
4,77,tool_b,1,0.5,0.5,0,0.0,0
4,78,tool_a,0,0.5,0.5,0,0.0,0
4,79,tool_b,0,0.5,0.5,0,0.0,0
4,80,tool_a,1,0.5,0.5,0,0.0,0
4,81,tool_b,1,0.5,0.5,0,0.0,0
4,82,tool_a,1,0.5,0.5,0,0.0,0
4,83,tool_b,1,0.5,0.5,0,0.0,0
4,84,tool_a,1,0.5,0.5,0,0.0,0
4,85,tool_a,1,0.5,0.5,0,0.0,0
4,86,tool_b,0,0.5,0.5,0,0.0,0
4,87,tool_b,1,0.5,0.5,0,0.0,0
4,88,tool_a,1,0.5,0.5,0,0.0,0
4,89,tool_b,1,0.5,0.5,0,0.0,0
4,90,tool_b,1,0.5,0.5,0,0.0,0
4,91,tool_a,1,0.5,0.5,0,0.0,0
4,92,tool_a,1,0.5,0.5,0,0.0,0
4,93,tool_a,1,0.5,0.5,0,0.0,0
4,94,tool_b,1,0.5,0.5,0,0.0,0
4,95,tool_b,1,0.5,0.5,0,0.0,0
4,96,tool_b,0,0.5,0.5,0,0.0,0
4,97,tool_a,1,0.5,0.5,0,0.0,0
4,98,tool_a,1,0.5,0.5,0,0.0,0
4,99,tool_a,1,0.5,0.5,0,0.0,0
4,100,tool_b,1,0.5,0.5,0,0.0,0
5,1,tool_b,1,0.5,0.5,0,0.0,0
5,2,tool_b,0,0.5,0.5,0,0.0,0
5,3,tool_b,1,0.5,0.5,0,0.0,0
5,4,tool_b,0,0.5,0.5,0,0.0,0
5,5,tool_b,1,0.5,0.5,0,0.0,0
5,6,tool_b,1,0.5,0.5,0,0.0,0
5,7,tool_b,1,0.5,0.5,0,0.0,0
5,8,tool_b,0,0.5,0.5,0,0.0,0
5,9,tool_a,1,0.5,0.5,0,0.0,0
5,10,tool_a,1,0.5,0.5,0,0.0,0
5,11,tool_b,1,0.5,0.5,0,0.0,0
5,12,tool_b,1,0.5,0.5,0,0.0,0
5,13,tool_b,1,0.5,0.5,0,0.0,0
5,14,tool_a,1,0.5,0.5,0,0.0,0
5,15,tool_a,1,0.5,0.5,0,0.0,0
5,16,tool_b,0,0.5,0.5,0,0.0,0
5,17,tool_b,1,0.5,0.5,0,0.0,0
5,18,tool_b,1,0.5,0.5,0,0.0,0
5,19,tool_a,1,0.5,0.5,0,0.0,0
5,20,tool_a,1,0.5,0.5,0,0.0,0
5,21,tool_b,1,0.5,0.5,0,0.0,0
5,22,tool_b,1,0.5,0.5,0,0.0,0
5,23,tool_b,0,0.5,0.5,0,0.0,0
5,24,tool_b,0,0.5,0.5,0,0.0,0
5,25,tool_b,0,0.5,0.5,0,0.0,0
5,26,tool_a,0,0.5,0.5,0,0.0,0
5,27,tool_a,0,0.5,0.5,0,0.0,0
5,28,tool_b,0,0.5,0.5,0,0.0,0
5,29,tool_a,1,0.5,0.5,0,0.0,0
5,30,tool_a,0,0.5,0.5,0,0.0,0
5,31,tool_a,1,0.5,0.5,0,0.0,0
5,32,tool_b,0,0.5,0.5,0,0.0,0
5,33,tool_a,1,0.5,0.5,0,0.0,0
5,34,tool_a,1,0.5,0.5,0,0.0,0
5,35,tool_b,1,0.5,0.5,0,0.0,0
5,36,tool_a,1,0.5,0.5,0,0.0,0
5,37,tool_a,1,0.5,0.5,0,0.0,0
5,38,tool_a,0,0.5,0.5,0,0.0,0
5,39,tool_b,1,0.5,0.5,0,0.0,0
5,40,tool_a,1,0.5,0.5,0,0.0,0
5,41,tool_a,1,0.5,0.5,0,0.0,0
5,42,tool_b,1,0.5,0.5,0,0.0,0
5,43,tool_a,0,0.5,0.5,0,0.0,0
5,44,tool_b,0,0.5,0.5,0,0.0,0
5,45,tool_a,1,0.5,0.5,0,0.0,0
5,46,tool_b,0,0.5,0.5,0,0.0,0
5,47,tool_b,1,0.5,0.5,0,0.0,0
5,48,tool_b,1,0.5,0.5,0,0.0,0
5,49,tool_b,0,0.5,0.5,0,0.0,0
5,50,tool_a,0,0.5,0.5,0,0.0,0
5,51,tool_b,1,0.5,0.5,0,0.0,0
5,52,tool_b,1,0.5,0.5,0,0.0,0
5,53,tool_b,0,0.5,0.5,0,0.0,0
5,54,tool_b,1,0.5,0.5,0,0.0,0
5,55,tool_b,1,0.5,0.5,0,0.0,0
5,56,tool_a,0,0.5,0.5,0,0.0,0
5,57,tool_b,0,0.5,0.5,0,0.0,0
5,58,tool_b,1,0.5,0.5,0,0.0,0
5,59,tool_a,0,0.5,0.5,0,0.0,0
5,60,tool_b,1,0.5,0.5,0,0.0,0
5,61,tool_a,0,0.5,0.5,0,0.0,0
5,62,tool_a,0,0.5,0.5,0,0.0,0
5,63,tool_a,0,0.5,0.5,0,0.0,0
5,64,tool_b,1,0.5,0.5,0,0.0,0
5,65,tool_b,1,0.5,0.5,0,0.0,0
5,66,tool_a,0,0.5,0.5,0,0.0,0
5,67,tool_b,1,0.5,0.5,0,0.0,0
5,68,tool_a,0,0.5,0.5,0,0.0,0
5,69,tool_b,1,0.5,0.5,0,0.0,0
5,70,tool_b,0,0.5,0.5,0,0.0,0
5,71,tool_b,0,0.5,0.5,0,0.0,0
5,72,tool_b,0,0.5,0.5,0,0.0,0
5,73,tool_b,1,0.5,0.5,0,0.0,0
5,74,tool_b,0,0.5,0.5,0,0.0,0
5,75,tool_b,0,0.5,0.5,0,0.0,0
5,76,tool_a,1,0.5,0.5,0,0.0,0
5,77,tool_a,1,0.5,0.5,0,0.0,0
5,78,tool_b,0,0.5,0.5,0,0.0,0
5,79,tool_b,1,0.5,0.5,0,0.0,0
5,80,tool_b,1,0.5,0.5,0,0.0,0
5,81,tool_a,1,0.5,0.5,0,0.0,0
5,82,tool_b,1,0.5,0.5,0,0.0,0
5,83,tool_b,1,0.5,0.5,0,0.0,0
5,84,tool_a,1,0.5,0.5,0,0.0,0
5,85,tool_b,0,0.5,0.5,0,0.0,0
5,86,tool_a,1,0.5,0.5,0,0.0,0
5,87,tool_b,0,0.5,0.5,0,0.0,0
5,88,tool_b,1,0.5,0.5,0,0.0,0
5,89,tool_a,1,0.5,0.5,0,0.0,0
5,90,tool_a,1,0.5,0.5,0,0.0,0
5,91,tool_b,1,0.5,0.5,0,0.0,0
5,92,tool_a,1,0.5,0.5,0,0.0,0
5,93,tool_a,1,0.5,0.5,0,0.0,0
5,94,tool_b,1,0.5,0.5,0,0.0,0
5,95,tool_b,1,0.5,0.5,0,0.0,0
5,96,tool_a,1,0.5,0.5,0,0.0,0
5,97,tool_a,1,0.5,0.5,0,0.0,0
5,98,tool_b,0,0.5,0.5,0,0.0,0
5,99,tool_b,1,0.5,0.5,0,0.0,0
5,100,tool_b,1,0.5,0.5,0,0.0,0
6,1,tool_b,0,0.5,0.5,0,0.0,0
6,2,tool_b,1,0.5,0.5,0,0.0,0
6,3,tool_b,1,0.5,0.5,0,0.0,0
6,4,tool_b,1,0.5,0.5,0,0.0,0
6,5,tool_b,1,0.5,0.5,0,0.0,0
6,6,tool_a,1,0.5,0.5,0,0.0,0
6,7,tool_b,1,0.5,0.5,0,0.0,0
6,8,tool_a,1,0.5,0.5,0,0.0,0
6,9,tool_a,1,0.5,0.5,0,0.0,0
6,10,tool_b,1,0.5,0.5,0,0.0,0
6,11,tool_a,1,0.5,0.5,0,0.0,0
6,12,tool_a,1,0.5,0.5,0,0.0,0
6,13,tool_a,1,0.5,0.5,0,0.0,0
6,14,tool_a,1,0.5,0.5,0,0.0,0
